Fichier,ID,Nb retweet,Nb like,Nb réponses,Nb citations,Hashtags,Texte,Mots,Phrases,Tags POS,Sentiment,Polarité,Subjectivité,Phrases nominales,Texte corrigé,Texte tokénizé
1012162281327747072.json,1012162281327747072,0,0,1,1,"['#FASTINGISLIFE', '#FASTING', '#SNAKEDIETWIZARD', '#WEIGHTLOSSJOURNEY', '#HEALTH', '#LOSINGWEIGHT', '#LIFE', '#SALT', '#POTASSIUM', '#HIMALAYAN', '#BAKINGSODA', '#SLIMFAST', '#WORKOUT', '#DISEASE', '#HEALING', '#CANCER', '#FAT', '#INTERMINTTENFASTING']","Fasting WORKS! The changes of over 2 months....🏋🏾‍♀️😎
#FastingIsLife #Fasting #snakedietwizard #weightlossjourney #health #losingweight #life #salt #potassium #Himalayan #BakingSoda #SlimFast #workout #disease #healing #cancer #fat #interminttenfasting https://t.co/1Ewpxo2zo6","['Fasting', 'WORKS', 'The', 'changes', 'of', 'over', '2', 'months', '🏋🏾\u200d♀️😎', 'FastingIsLife', 'Fasting', 'snakedietwizard', 'weightlossjourney', 'health', 'losingweight', 'life', 'salt', 'potassium', 'Himalayan', 'BakingSoda', 'SlimFast', 'workout', 'disease', 'healing', 'cancer', 'fat', 'interminttenfasting', 'https', 't.co/1Ewpxo2zo6']","[Sentence(""Fasting WORKS!""), Sentence(""The changes of over 2 months....🏋🏾‍♀️😎
#FastingIsLife #Fasting #snakedietwizard #weightlossjourney #health #losingweight #life #salt #potassium #Himalayan #BakingSoda #SlimFast #workout #disease #healing #cancer #fat #interminttenfasting https://t.co/1Ewpxo2zo6"")]","[('Fasting', 'VBG'), ('WORKS', 'NNP'), ('The', 'DT'), ('changes', 'NNS'), ('of', 'IN'), ('over', 'IN'), ('2', 'CD'), ('months', 'NNS'), ('....', 'JJ'), ('🏋🏾\u200d♀️😎', 'NNP'), ('FastingIsLife', 'NNP'), ('Fasting', 'NNP'), ('snakedietwizard', 'RB'), ('weightlossjourney', 'JJ'), ('health', 'NN'), ('losingweight', 'NN'), ('life', 'NN'), ('salt', 'JJ'), ('potassium', 'NN'), ('Himalayan', 'NNP'), ('BakingSoda', 'NNP'), ('SlimFast', 'NNP'), ('workout', 'RB'), ('disease', 'NN'), ('healing', 'VBG'), ('cancer', 'NN'), ('fat', 'JJ'), ('interminttenfasting', 'VBG'), ('https', 'NN'), ('//t.co/1Ewpxo2zo6', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['fasting works', 'months .... 🏋🏾\u200d♀️😎 #', 'fastingislife', 'fasting', '# snakedietwizard # weightlossjourney # health # losingweight # life # salt # potassium #', 'himalayan', 'bakingsoda', 'slimfast', '# workout # disease #', '# cancer #', 'fat #']","Wasting WORKS! The changes of over 2 months....🏋🏾‍♀️😎
#FastingIsLife #Wasting #snakedietwizard #weightlossjourney #health #losingweight #life #salt #potassium #Himalayan #BakingSoda #SlimFast #lookout #disease #healing #cancer #fat #interminttenfasting http://t.co/1Ewpxo2zo6","['Fasting', 'WORKS', '!', 'The', 'changes', 'of', 'over', '2', 'months', '....', '🏋🏾\u200d♀️😎', '#', 'FastingIsLife', '#', 'Fasting', '#', 'snakedietwizard', '#', 'weightlossjourney', '#', 'health', '#', 'losingweight', '#', 'life', '#', 'salt', '#', 'potassium', '#', 'Himalayan', '#', 'BakingSoda', '#', 'SlimFast', '#', 'workout', '#', 'disease', '#', 'healing', '#', 'cancer', '#', 'fat', '#', 'interminttenfasting', 'https', ':', '//t.co/1Ewpxo2zo6']"
1210498560271306752.json,1210498560271306752,0,0,0,0,"['#CANCER', '#DIABETES', '#FASTING', '#FIGHT', '#INTERMITTENT', '#JOURNAL', '#MEDICINE', '#NEWENGLAND', '#OBESITY']","Intermittent fasting may help you fight obesity, diabetes, and cancer - The New England Journal of Medicine Read More https://t.co/VzhqT3lK4Q

 #cancer #Diabetes #fasting #fight #Intermittent #Journal #medicine #NewEngland #Obesity https://t.co/EInuv9UFyX https://t.co/9TViqRCjjE","['Intermittent', 'fasting', 'may', 'help', 'you', 'fight', 'obesity', 'diabetes', 'and', 'cancer', 'The', 'New', 'England', 'Journal', 'of', 'Medicine', 'Read', 'More', 'https', 't.co/VzhqT3lK4Q', 'cancer', 'Diabetes', 'fasting', 'fight', 'Intermittent', 'Journal', 'medicine', 'NewEngland', 'Obesity', 'https', 't.co/EInuv9UFyX', 'https', 't.co/9TViqRCjjE']","[Sentence(""Intermittent fasting may help you fight obesity, diabetes, and cancer - The New England Journal of Medicine Read More https://t.co/VzhqT3lK4Q

 #cancer #Diabetes #fasting #fight #Intermittent #Journal #medicine #NewEngland #Obesity https://t.co/EInuv9UFyX https://t.co/9TViqRCjjE"")]","[('Intermittent', 'NNP'), ('fasting', 'NN'), ('may', 'MD'), ('help', 'VB'), ('you', 'PRP'), ('fight', 'JJ'), ('obesity', 'NN'), ('diabetes', 'VBZ'), ('and', 'CC'), ('cancer', 'NN'), ('The', 'DT'), ('New', 'NNP'), ('England', 'NNP'), ('Journal', 'NNP'), ('of', 'IN'), ('Medicine', 'NNP'), ('Read', 'NNP'), ('More', 'JJR'), ('https', 'NNS'), ('//t.co/VzhqT3lK4Q', 'JJ'), ('cancer', 'NN'), ('Diabetes', 'VBZ'), ('fasting', 'VBG'), ('fight', 'JJ'), ('Intermittent', 'NNP'), ('Journal', 'NNP'), ('medicine', 'JJ'), ('NewEngland', 'NNP'), ('Obesity', 'NNP'), ('https', 'NN'), ('//t.co/EInuv9UFyX', 'JJ'), ('https', 'NN'), ('//t.co/9TViqRCjjE', 'NN')]","Sentiment(polarity=0.3181818181818182, subjectivity=0.4772727272727273)",0.3181818181818182,0.4772727272727273,"['intermittent', 'fight obesity', 'england', 'medicine read', '//t.co/vzhqt3lk4q # cancer #', 'diabetes', '# fight #', 'intermittent', '# journal # medicine #', 'newengland', 'obesity', '//t.co/einuv9ufyx https']","Intermittent fasting may help you fight obesity, diabetes, and cancer - The New England Journal of Medicine Head More http://t.co/VzhqT3lK4Q

 #cancer #Diabetes #fasting #fight #Intermittent #Journal #medicine #NewEngland #Obesity http://t.co/EInuv9UFyX http://t.co/9TViqRCjjE","['Intermittent', 'fasting', 'may', 'help', 'you', 'fight', 'obesity', ',', 'diabetes', ',', 'and', 'cancer', '-', 'The', 'New', 'England', 'Journal', 'of', 'Medicine', 'Read', 'More', 'https', ':', '//t.co/VzhqT3lK4Q', '#', 'cancer', '#', 'Diabetes', '#', 'fasting', '#', 'fight', '#', 'Intermittent', '#', 'Journal', '#', 'medicine', '#', 'NewEngland', '#', 'Obesity', 'https', ':', '//t.co/EInuv9UFyX', 'https', ':', '//t.co/9TViqRCjjE']"
1141443169600643073.json,1141443169600643073,0,1,0,0,"['#CANCER', '#ESSENTIALOILS', '#HOMEOPATHY', '#DETOX', '#FASTING', '#ANTICANCERREVOLUTION']","Natural ways to fight #cancer w/ nutrition, #essentialoils, #homeopathy, #detox, #fasting and more. #anticancerrevolution https://t.co/6XVd85D5gw https://t.co/9VIcwwjqLs","['Natural', 'ways', 'to', 'fight', 'cancer', 'w', 'nutrition', 'essentialoils', 'homeopathy', 'detox', 'fasting', 'and', 'more', 'anticancerrevolution', 'https', 't.co/6XVd85D5gw', 'https', 't.co/9VIcwwjqLs']","[Sentence(""Natural ways to fight #cancer w/ nutrition, #essentialoils, #homeopathy, #detox, #fasting and more.""), Sentence(""#anticancerrevolution https://t.co/6XVd85D5gw https://t.co/9VIcwwjqLs"")]","[('Natural', 'NNP'), ('ways', 'NNS'), ('to', 'TO'), ('fight', 'VB'), ('cancer', 'NN'), ('w/', 'NN'), ('nutrition', 'NN'), ('essentialoils', 'NNS'), ('homeopathy', 'NN'), ('detox', 'NN'), ('fasting', 'VBG'), ('and', 'CC'), ('more', 'JJR'), ('anticancerrevolution', 'NN'), ('https', 'NN'), ('//t.co/6XVd85D5gw', 'JJ'), ('https', 'NN'), ('//t.co/9VIcwwjqLs', 'NN')]","Sentiment(polarity=0.3, subjectivity=0.45)",0.3,0.45,"['natural ways', '# cancer w/ nutrition', '# essentialoils', '# homeopathy', '# detox', '# anticancerrevolution https', '//t.co/6xvd85d5gw https']","Natural ways to fight #cancer w/ nutrition, #essentialoils, #homeopaths, #veto, #fasting and more. #anticancerrevolution http://t.co/6XVd85D5gw http://t.co/9VIcwwjqLs","['Natural', 'ways', 'to', 'fight', '#', 'cancer', 'w/', 'nutrition', ',', '#', 'essentialoils', ',', '#', 'homeopathy', ',', '#', 'detox', ',', '#', 'fasting', 'and', 'more', '.', '#', 'anticancerrevolution', 'https', ':', '//t.co/6XVd85D5gw', 'https', ':', '//t.co/9VIcwwjqLs']"
167360950389837826.json,167360950389837826,1,0,0,0,"['#FASTING', '#CANCER', '#SCITM']",RT @EurekAlertAAAS via @USCEdu : #Fasting weakens #cancer in mice. http://t.co/QG06QyCm #SciTM,"['RT', 'EurekAlertAAAS', 'via', 'USCEdu', 'Fasting', 'weakens', 'cancer', 'in', 'mice', 'http', 't.co/QG06QyCm', 'SciTM']","[Sentence(""RT @EurekAlertAAAS via @USCEdu : #Fasting weakens #cancer in mice.""), Sentence(""http://t.co/QG06QyCm #SciTM"")]","[('RT', 'NNP'), ('@', 'NNP'), ('EurekAlertAAAS', 'NNP'), ('via', 'IN'), ('@', 'NNP'), ('USCEdu', 'NNP'), ('Fasting', 'VBG'), ('weakens', 'NNS'), ('cancer', 'NN'), ('in', 'IN'), ('mice', 'NN'), ('http', 'NN'), ('//t.co/QG06QyCm', 'JJ'), ('SciTM', 'NNP')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['rt', 'eurekalertaaas', 'uscedu', 'fasting', 'weakens # cancer', '//t.co/qg06qycm #', 'scitm']",of @EurekAlertAAAS via @USCEdu : #Wasting weakens #cancer in mice. http://t.co/QG06QyCm #SciTM,"['RT', '@', 'EurekAlertAAAS', 'via', '@', 'USCEdu', ':', '#', 'Fasting', 'weakens', '#', 'cancer', 'in', 'mice', '.', 'http', ':', '//t.co/QG06QyCm', '#', 'SciTM']"
1179602662033121280.json,1179602662033121280,0,1,0,0,"['#NATURALEHEALING', '#HEALTHYFOOD', '#SHIPPING', '#IMPORT', '#CARRIBEAN', '#PATRICKDELVES', '#WORLDWIDE', '#MANGO', '#CANCER', '#FASTING', '#HERBS', '#HERPES', '#DIABETES', '#NJ', '#NY', '#TEXAS']","Good Vybz... Did you place your order?

https://t.co/Gm2E3Od9jK

#naturalehealing #healthyfood #shipping #import #carribean #patrickdelves #worldwide #mango #cancer #fasting #herbs #herpes #diabetes #nj #ny #texas… https://t.co/NWm2yrj512","['Good', 'Vybz', 'Did', 'you', 'place', 'your', 'order', 'https', 't.co/Gm2E3Od9jK', 'naturalehealing', 'healthyfood', 'shipping', 'import', 'carribean', 'patrickdelves', 'worldwide', 'mango', 'cancer', 'fasting', 'herbs', 'herpes', 'diabetes', 'nj', 'ny', 'texas…', 'https', 't.co/NWm2yrj512']","[Sentence(""Good Vybz... Did you place your order?""), Sentence(""https://t.co/Gm2E3Od9jK

#naturalehealing #healthyfood #shipping #import #carribean #patrickdelves #worldwide #mango #cancer #fasting #herbs #herpes #diabetes #nj #ny #texas… https://t.co/NWm2yrj512"")]","[('Good', 'JJ'), ('Vybz', 'NNP'), ('Did', 'NNP'), ('you', 'PRP'), ('place', 'VB'), ('your', 'PRP$'), ('order', 'NN'), ('https', 'NN'), ('//t.co/Gm2E3Od9jK', 'JJ'), ('naturalehealing', 'VBG'), ('healthyfood', 'NN'), ('shipping', 'VBG'), ('import', 'NN'), ('carribean', 'JJ'), ('patrickdelves', 'NNS'), ('worldwide', 'RB'), ('mango', 'JJ'), ('cancer', 'NN'), ('fasting', 'VBG'), ('herbs', 'JJ'), ('herpes', 'NNS'), ('diabetes', 'NNS'), ('nj', 'RB'), ('ny', 'JJ'), ('texas…', 'JJ'), ('https', 'NN'), ('//t.co/NWm2yrj512', 'NN')]","Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,"['vybz', '//t.co/gm2e3od9jk #', '# healthyfood # shipping # import # carribean # patrickdelves # worldwide # mango # cancer #', '# herbs # herpes # diabetes # nj # ny # texas… https']","Good Ayez... Did you place your order?

http://t.co/Gm2E3Od9jK

#naturalehealing #healthyfood #shipping #import #caribbean #patrickdelves #worldwide #mange #cancer #fasting #hers #herpes #diabetes #no #ny #texas… http://t.co/NWm2yrj512","['Good', 'Vybz', '...', 'Did', 'you', 'place', 'your', 'order', '?', 'https', ':', '//t.co/Gm2E3Od9jK', '#', 'naturalehealing', '#', 'healthyfood', '#', 'shipping', '#', 'import', '#', 'carribean', '#', 'patrickdelves', '#', 'worldwide', '#', 'mango', '#', 'cancer', '#', 'fasting', '#', 'herbs', '#', 'herpes', '#', 'diabetes', '#', 'nj', '#', 'ny', '#', 'texas…', 'https', ':', '//t.co/NWm2yrj512']"
771342627547582464.json,771342627547582464,1,5,0,0,"['#FASTING', '#HEALTH', '#CANCER']",I'm a great believer in fasting and it appears #fasting for 3 days regenerates your immune system! #health #cancer https://t.co/WpEXjSyHnR,"['I', ""'m"", 'a', 'great', 'believer', 'in', 'fasting', 'and', 'it', 'appears', 'fasting', 'for', '3', 'days', 'regenerates', 'your', 'immune', 'system', 'health', 'cancer', 'https', 't.co/WpEXjSyHnR']","[Sentence(""I'm a great believer in fasting and it appears #fasting for 3 days regenerates your immune system!""), Sentence(""#health #cancer https://t.co/WpEXjSyHnR"")]","[('I', 'PRP'), (""'m"", 'VBP'), ('a', 'DT'), ('great', 'JJ'), ('believer', 'NN'), ('in', 'IN'), ('fasting', 'NN'), ('and', 'CC'), ('it', 'PRP'), ('appears', 'VBZ'), ('fasting', 'VBG'), ('for', 'IN'), ('3', 'CD'), ('days', 'NNS'), ('regenerates', 'VBZ'), ('your', 'PRP$'), ('immune', 'JJ'), ('system', 'NN'), ('health', 'NN'), ('cancer', 'NN'), ('https', 'NN'), ('//t.co/WpEXjSyHnR', 'NN')]","Sentiment(polarity=1.0, subjectivity=0.75)",1.0,0.75,"['great believer', 'days regenerates', 'immune system', '# health # cancer https']",I'm a great believer in fasting and it appears #fasting for 3 days regenerated your immune system! #health #cancer http://t.co/WpEXjSyHnR,"['I', ""'m"", 'a', 'great', 'believer', 'in', 'fasting', 'and', 'it', 'appears', '#', 'fasting', 'for', '3', 'days', 'regenerates', 'your', 'immune', 'system', '!', '#', 'health', '#', 'cancer', 'https', ':', '//t.co/WpEXjSyHnR']"
762467357319008257.json,762467357319008257,0,0,0,0,"['#CANCER', '#FMD', '#NUTRITECH', '#FASTING', '#ECONOMIST']","We will always be one step closer to the cure. #Cancer #fmd #nutritech #fasting #economist 
https://t.co/H8j30G5r3P","['We', 'will', 'always', 'be', 'one', 'step', 'closer', 'to', 'the', 'cure', 'Cancer', 'fmd', 'nutritech', 'fasting', 'economist', 'https', 't.co/H8j30G5r3P']","[Sentence(""We will always be one step closer to the cure.""), Sentence(""#Cancer #fmd #nutritech #fasting #economist 
https://t.co/H8j30G5r3P"")]","[('We', 'PRP'), ('will', 'MD'), ('always', 'RB'), ('be', 'VB'), ('one', 'CD'), ('step', 'NN'), ('closer', 'RBR'), ('to', 'TO'), ('the', 'DT'), ('cure', 'NN'), ('Cancer', 'NNP'), ('fmd', 'RB'), ('nutritech', 'JJ'), ('fasting', 'VBG'), ('economist', 'NN'), ('https', 'NN'), ('//t.co/H8j30G5r3P', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['# cancer # fmd # nutritech #', '# economist https']","He will always be one step closer to the cure. #Cancer #fed #nutritech #fasting #economist 
http://t.co/H8j30G5r3P","['We', 'will', 'always', 'be', 'one', 'step', 'closer', 'to', 'the', 'cure', '.', '#', 'Cancer', '#', 'fmd', '#', 'nutritech', '#', 'fasting', '#', 'economist', 'https', ':', '//t.co/H8j30G5r3P']"
630679995690565632.json,630679995690565632,0,0,0,0,"['#FASTING', '#IMMUNESYSTEM', '#CANCER', '#AGING']","Turns out, #fasting strengthens our #ImmuneSystem  #cancer #aging
http://t.co/GnNZ7BmCVx http://t.co/b72pdo7LAk","['Turns', 'out', 'fasting', 'strengthens', 'our', 'ImmuneSystem', 'cancer', 'aging', 'http', 't.co/GnNZ7BmCVx', 'http', 't.co/b72pdo7LAk']","[Sentence(""Turns out, #fasting strengthens our #ImmuneSystem  #cancer #aging
http://t.co/GnNZ7BmCVx http://t.co/b72pdo7LAk"")]","[('Turns', 'VBZ'), ('out', 'RP'), ('fasting', 'VBG'), ('strengthens', 'VBZ'), ('our', 'PRP$'), ('ImmuneSystem', 'NNP'), ('cancer', 'NN'), ('aging', 'VBG'), ('http', 'NN'), ('//t.co/GnNZ7BmCVx', 'JJ'), ('http', 'NN'), ('//t.co/b72pdo7LAk', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['turns', 'immunesystem', '# cancer #', '//t.co/gnnz7bmcvx http']","Burns out, #fasting strengthens our #ImmuneSystem  #cancer #raging
http://t.co/GnNZ7BmCVx http://t.co/b72pdo7LAk","['Turns', 'out', ',', '#', 'fasting', 'strengthens', 'our', '#', 'ImmuneSystem', '#', 'cancer', '#', 'aging', 'http', ':', '//t.co/GnNZ7BmCVx', 'http', ':', '//t.co/b72pdo7LAk']"
1208796404686172160.json,1208796404686172160,0,0,0,0,"['#EXERCISE', '#MEDITATION', '#GYM', '#FASTING', '#DISEASE', '#HEALTH', '#VEGAN', '#VEGANISM', '#CANCER', '#DIET', '#ADDICTION', '#SLEEP', '#VACATION', '#HOLIDAY', '#NEEDS', '#ARROGANCE', '#SPIRITUALITY', '#YOGA']","Get my NEW aphorisms (“quotes” like this one), via EMAIL, a MONTH *before* I publish them: https://t.co/yhbB7ABrMh 🧠 #exercise #meditation #gym #fasting #disease #health #vegan #veganism #cancer #diet #addiction #sleep #vacation #holiday #needs #arrogance #spirituality #yoga https://t.co/uyU8MGN3nw","['Get', 'my', 'NEW', 'aphorisms', '“', 'quotes', '”', 'like', 'this', 'one', 'via', 'EMAIL', 'a', 'MONTH', 'before', 'I', 'publish', 'them', 'https', 't.co/yhbB7ABrMh', '🧠', 'exercise', 'meditation', 'gym', 'fasting', 'disease', 'health', 'vegan', 'veganism', 'cancer', 'diet', 'addiction', 'sleep', 'vacation', 'holiday', 'needs', 'arrogance', 'spirituality', 'yoga', 'https', 't.co/uyU8MGN3nw']","[Sentence(""Get my NEW aphorisms (“quotes” like this one), via EMAIL, a MONTH *before* I publish them: https://t.co/yhbB7ABrMh 🧠 #exercise #meditation #gym #fasting #disease #health #vegan #veganism #cancer #diet #addiction #sleep #vacation #holiday #needs #arrogance #spirituality #yoga https://t.co/uyU8MGN3nw"")]","[('Get', 'VB'), ('my', 'PRP$'), ('NEW', 'NNP'), ('aphorisms', 'NN'), ('“', 'JJ'), ('quotes', 'VBZ'), ('”', 'VBP'), ('like', 'IN'), ('this', 'DT'), ('one', 'NN'), ('via', 'IN'), ('EMAIL', 'NNP'), ('a', 'DT'), ('MONTH', 'NNP'), ('*', 'NN'), ('before', 'IN'), ('*', 'NN'), ('I', 'PRP'), ('publish', 'VBP'), ('them', 'PRP'), ('https', 'NN'), ('//t.co/yhbB7ABrMh', 'JJ'), ('🧠', 'NNP'), ('exercise', 'NN'), ('meditation', 'NN'), ('gym', 'JJ'), ('fasting', 'VBG'), ('disease', 'JJ'), ('health', 'NN'), ('vegan', 'JJ'), ('veganism', 'NN'), ('cancer', 'NN'), ('diet', 'JJ'), ('addiction', 'NN'), ('sleep', 'JJ'), ('vacation', 'NN'), ('holiday', 'JJ'), ('needs', 'NNS'), ('arrogance', 'NN'), ('spirituality', 'NN'), ('yoga', 'JJ'), ('https', 'NN'), ('//t.co/uyU8MGN3nw', 'NN')]","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,"['new', '“ quotes ”', 'email', 'month', '//t.co/yhbb7abrmh 🧠 #', '# meditation # gym #', '# disease # health # vegan # veganism # cancer # diet # addiction # sleep # vacation # holiday # needs # arrogance # spirituality # yoga https']","Met my NEW aphorisms (“quotes” like this one), via EMAIL, a MONTH *before* I publish them: http://t.co/yhbB7ABrMh 🧠 #exercise #meditation #grm #fasting #disease #health #began #organism #cancer #diet #addition #sleep #vacation #holiday #needs #arrogance #spirituality #you http://t.co/uyU8MGN3nw","['Get', 'my', 'NEW', 'aphorisms', '(', '“', 'quotes', '”', 'like', 'this', 'one', ')', ',', 'via', 'EMAIL', ',', 'a', 'MONTH', '*', 'before', '*', 'I', 'publish', 'them', ':', 'https', ':', '//t.co/yhbB7ABrMh', '🧠', '#', 'exercise', '#', 'meditation', '#', 'gym', '#', 'fasting', '#', 'disease', '#', 'health', '#', 'vegan', '#', 'veganism', '#', 'cancer', '#', 'diet', '#', 'addiction', '#', 'sleep', '#', 'vacation', '#', 'holiday', '#', 'needs', '#', 'arrogance', '#', 'spirituality', '#', 'yoga', 'https', ':', '//t.co/uyU8MGN3nw']"
1082785314236653569.json,1082785314236653569,0,1,0,0,"['#STATINS', '#GLAUCOMA', '#FASTING', '#ALZHEIMERS', '#NSAID', '#PSEUDOMONAS', '#CANCER', '#SURGEONGENERAL', '#CANNABIS']","Reducing #statins, OTC #Glaucoma, @djockers5 #fasting Transformation Summit, Finding fat balance, Diet for #Alzheimers, #NSAID causing C. Diff, Eyelid #pseudomonas, #Cancer doctor corruption, #SurgeonGeneral #cannabis and MORE! https://t.co/8dLS7XKxWJ @ItsSuperDon @YouPlusCBD","['Reducing', 'statins', 'OTC', 'Glaucoma', 'djockers5', 'fasting', 'Transformation', 'Summit', 'Finding', 'fat', 'balance', 'Diet', 'for', 'Alzheimers', 'NSAID', 'causing', 'C', 'Diff', 'Eyelid', 'pseudomonas', 'Cancer', 'doctor', 'corruption', 'SurgeonGeneral', 'cannabis', 'and', 'MORE', 'https', 't.co/8dLS7XKxWJ', 'ItsSuperDon', 'YouPlusCBD']","[Sentence(""Reducing #statins, OTC #Glaucoma, @djockers5 #fasting Transformation Summit, Finding fat balance, Diet for #Alzheimers, #NSAID causing C. Diff, Eyelid #pseudomonas, #Cancer doctor corruption, #SurgeonGeneral #cannabis and MORE!""), Sentence(""https://t.co/8dLS7XKxWJ @ItsSuperDon @YouPlusCBD"")]","[('Reducing', 'VBG'), ('statins', 'NNS'), ('OTC', 'NNP'), ('Glaucoma', 'NNP'), ('@', 'NNP'), ('djockers5', 'VBZ'), ('fasting', 'VBG'), ('Transformation', 'NNP'), ('Summit', 'NNP'), ('Finding', 'NNP'), ('fat', 'JJ'), ('balance', 'NN'), ('Diet', 'NNP'), ('for', 'IN'), ('Alzheimers', 'NNP'), ('NSAID', 'NNP'), ('causing', 'VBG'), ('C.', 'NNP'), ('Diff', 'NNP'), ('Eyelid', 'NNP'), ('pseudomonas', 'NN'), ('Cancer', 'NNP'), ('doctor', 'NN'), ('corruption', 'NN'), ('SurgeonGeneral', 'NNP'), ('cannabis', 'NN'), ('and', 'CC'), ('MORE', 'JJR'), ('https', 'NN'), ('//t.co/8dLS7XKxWJ', 'JJ'), ('@', 'NNP'), ('ItsSuperDon', 'NNP'), ('@', 'NNP'), ('YouPlusCBD', 'NNP')]","Sentiment(polarity=0.625, subjectivity=0.5)",0.625,0.5,"['reducing', '# statins', 'otc', 'glaucoma', '@ djockers5 #', 'transformation summit', 'finding', 'fat balance', 'diet', 'alzheimers', 'nsaid', 'c. diff', 'eyelid', '# pseudomonas', '# cancer doctor corruption', 'surgeongeneral', '# cannabis', 'more', '//t.co/8dls7xkxwj @', 'itssuperdon', 'youpluscbd']","Reducing #stations, OTC #Glaucoma, @djockers5 #fasting Transformation Summit, Finding fat balance, Diet for #Alzheimers, #NSAID causing C. If, Eyelid #pseudomonas, #Cancer doctor corruption, #SurgeonGeneral #connais and MORE! http://t.co/8dLS7XKxWJ @ItsSuperDon @YouPlusCBD","['Reducing', '#', 'statins', ',', 'OTC', '#', 'Glaucoma', ',', '@', 'djockers5', '#', 'fasting', 'Transformation', 'Summit', ',', 'Finding', 'fat', 'balance', ',', 'Diet', 'for', '#', 'Alzheimers', ',', '#', 'NSAID', 'causing', 'C.', 'Diff', ',', 'Eyelid', '#', 'pseudomonas', ',', '#', 'Cancer', 'doctor', 'corruption', ',', '#', 'SurgeonGeneral', '#', 'cannabis', 'and', 'MORE', '!', 'https', ':', '//t.co/8dLS7XKxWJ', '@', 'ItsSuperDon', '@', 'YouPlusCBD']"
718533176566685696.json,718533176566685696,0,0,0,0,"['#CANCER', '#FASTING', '#NUTRIT']",Avoiding Food at Night May Reduce Breast Cancer Recurrence via https://t.co/4QjRfgiaxF | https://t.co/5jYd0uUtaK | #cancer #fasting #nutrit…,"['Avoiding', 'Food', 'at', 'Night', 'May', 'Reduce', 'Breast', 'Cancer', 'Recurrence', 'via', 'https', 't.co/4QjRfgiaxF', 'https', 't.co/5jYd0uUtaK', 'cancer', 'fasting', 'nutrit…']","[Sentence(""Avoiding Food at Night May Reduce Breast Cancer Recurrence via https://t.co/4QjRfgiaxF | https://t.co/5jYd0uUtaK | #cancer #fasting #nutrit…"")]","[('Avoiding', 'VBG'), ('Food', 'NNP'), ('at', 'IN'), ('Night', 'NNP'), ('May', 'NNP'), ('Reduce', 'NNP'), ('Breast', 'NNP'), ('Cancer', 'NNP'), ('Recurrence', 'NNP'), ('via', 'IN'), ('https', 'NN'), ('//t.co/4QjRfgiaxF', 'JJ'), ('|', 'JJ'), ('https', 'NN'), ('//t.co/5jYd0uUtaK', 'JJ'), ('|', 'JJ'), ('cancer', 'NN'), ('fasting', 'VBG'), ('nutrit…', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['avoiding', 'may reduce breast', 'recurrence', '//t.co/4qjrfgiaxf | https', '//t.co/5jyd0uutak | # cancer #', '# nutrit…']",Avoiding Good at Right May Reduce Breast Cancer Recurrence via http://t.co/4QjRfgiaxF | http://t.co/5jYd0uUtaK | #cancer #fasting #putrid…,"['Avoiding', 'Food', 'at', 'Night', 'May', 'Reduce', 'Breast', 'Cancer', 'Recurrence', 'via', 'https', ':', '//t.co/4QjRfgiaxF', '|', 'https', ':', '//t.co/5jYd0uUtaK', '|', '#', 'cancer', '#', 'fasting', '#', 'nutrit…']"
