Fichier;ID;Nb retweet;Nb like;Nb réponses;Nb citations;Hashtags;Texte;Mots;Phrases;Tags POS;Sentiment;Polarité;Subjectivité;Phrases nominales;Texte corrigé;Texte tokénizé
1441835955221057536.json;1441835955221057536;1;1;1;1;['#VACCINE', '#SIDEEFFECTS', '#CHILDREN', '#ANTIVAXXERS', '#FACTS', '#COVID19', '#VACCINESWORK', '#KIDS'];"For those worried about #vaccine #sideeffects for #Children, the study that #antivaxxers are using is false in their data numbers.

The #Facts show they were EXTREMELY off in their calculations which totally reversed the study's result.

#COVID19 #VaccinesWork for #kids https://t.co/ZgFtZNgccH";"['For', 'those', 'worried', 'about', 'vaccine', 'sideeffects', 'for', 'Children', 'the', 'study', 'that', 'antivaxxers', 'are', 'using', 'is', 'false', 'in', 'their', 'data', 'numbers', 'The', 'Facts', 'show', 'they', 'were', 'EXTREMELY', 'off', 'in', 'their', 'calculations', 'which', 'totally', 'reversed', 'the', 'study', ""'s"", 'result', 'COVID19', 'VaccinesWork', 'for', 'kids', 'https', 't.co/ZgFtZNgccH']";"[Sentence(""For those worried about #vaccine #sideeffects for #Children, the study that #antivaxxers are using is false in their data numbers.""), Sentence(""The #Facts show they were EXTREMELY off in their calculations which totally reversed the study's result.""), Sentence(""#COVID19 #VaccinesWork for #kids https://t.co/ZgFtZNgccH"")]";"[('For', 'IN'), ('those', 'DT'), ('worried', 'JJ'), ('about', 'IN'), ('vaccine', 'NN'), ('sideeffects', 'NNS'), ('for', 'IN'), ('Children', 'NNP'), ('the', 'DT'), ('study', 'NN'), ('that', 'WDT'), ('antivaxxers', 'NNS'), ('are', 'VBP'), ('using', 'VBG'), ('is', 'VBZ'), ('false', 'JJ'), ('in', 'IN'), ('their', 'PRP$'), ('data', 'NNS'), ('numbers', 'NNS'), ('The', 'DT'), ('Facts', 'NNS'), ('show', 'VBP'), ('they', 'PRP'), ('were', 'VBD'), ('EXTREMELY', 'NNP'), ('off', 'IN'), ('in', 'IN'), ('their', 'PRP$'), ('calculations', 'NNS'), ('which', 'WDT'), ('totally', 'RB'), ('reversed', 'VBD'), ('the', 'DT'), ('study', 'NN'), (""'s"", 'POS'), ('result', 'NN'), ('COVID19', 'NNP'), ('VaccinesWork', 'NNP'), ('for', 'IN'), ('kids', 'NNS'), ('https', 'NN'), ('//t.co/ZgFtZNgccH', 'NN')]";Sentiment(polarity=-0.17500000000000004, subjectivity=0.7833333333333333);-0.17500000000000004;0.7833333333333333;"['# vaccine # sideeffects', '# antivaxxers', 'data numbers', 'facts', 'extremely', ""study 's result"", 'covid19', 'vaccineswork', '# kids https']";"For those worried about #vaccine #sideeffects for #Children, the study that #antivaxxers are using is false in their data numbers.

The #Acts show they were EXTREMELY off in their calculations which totally reversed the study's result.

#COVID19 #VaccinesWork for #kiss http://t.co/ZgFtZNgccH";"['For', 'those', 'worried', 'about', '#', 'vaccine', '#', 'sideeffects', 'for', '#', 'Children', ',', 'the', 'study', 'that', '#', 'antivaxxers', 'are', 'using', 'is', 'false', 'in', 'their', 'data', 'numbers', '.', 'The', '#', 'Facts', 'show', 'they', 'were', 'EXTREMELY', 'off', 'in', 'their', 'calculations', 'which', 'totally', 'reversed', 'the', 'study', ""'s"", 'result', '.', '#', 'COVID19', '#', 'VaccinesWork', 'for', '#', 'kids', 'https', ':', '//t.co/ZgFtZNgccH']"
1454012283009392647.json;1454012283009392647;0;0;0;0;['#FDA', '#PFIZER', '#COVID19', '#VACCINE', '#TECHARP', '#MEDICINE', '#SCIENCE', '#BIONTECH', '#VACCINATION', '#CHILDREN', '#KIDS', '#CHILD', '#MRNA', '#HEALTH', '#HEALTHCARE'];"The US #FDA is set to approve the new #Pfizer #COVID19 #vaccine for kids!

Here is what you need to know about this new paediatric vaccine!

Details : https://t.co/sq5loUx89u

#TechARP #Medicine #Science #BioNTech #Vaccination #Children #Kids #Child #mRNA #Health #Healthcare";['The', 'US', 'FDA', 'is', 'set', 'to', 'approve', 'the', 'new', 'Pfizer', 'COVID19', 'vaccine', 'for', 'kids', 'Here', 'is', 'what', 'you', 'need', 'to', 'know', 'about', 'this', 'new', 'paediatric', 'vaccine', 'Details', 'https', 't.co/sq5loUx89u', 'TechARP', 'Medicine', 'Science', 'BioNTech', 'Vaccination', 'Children', 'Kids', 'Child', 'mRNA', 'Health', 'Healthcare'];"[Sentence(""The US #FDA is set to approve the new #Pfizer #COVID19 #vaccine for kids!""), Sentence(""Here is what you need to know about this new paediatric vaccine!""), Sentence(""Details : https://t.co/sq5loUx89u

#TechARP #Medicine #Science #BioNTech #Vaccination #Children #Kids #Child #mRNA #Health #Healthcare"")]";[('The', 'DT'), ('US', 'NNP'), ('FDA', 'NNP'), ('is', 'VBZ'), ('set', 'VBN'), ('to', 'TO'), ('approve', 'VB'), ('the', 'DT'), ('new', 'JJ'), ('Pfizer', 'NNP'), ('COVID19', 'NNP'), ('vaccine', 'NN'), ('for', 'IN'), ('kids', 'NNS'), ('Here', 'RB'), ('is', 'VBZ'), ('what', 'WP'), ('you', 'PRP'), ('need', 'VBP'), ('to', 'TO'), ('know', 'VB'), ('about', 'IN'), ('this', 'DT'), ('new', 'JJ'), ('paediatric', 'JJ'), ('vaccine', 'NN'), ('Details', 'NNS'), ('https', 'NN'), ('//t.co/sq5loUx89u', 'JJ'), ('TechARP', 'NNP'), ('Medicine', 'NNP'), ('Science', 'NNP'), ('BioNTech', 'NNP'), ('Vaccination', 'NNP'), ('Children', 'NNP'), ('Kids', 'NNP'), ('Child', 'NNP'), ('mRNA', 'RB'), ('Health', 'NNP'), ('Healthcare', 'NNP')];Sentiment(polarity=0.17045454545454544, subjectivity=0.45454545454545453);0.17045454545454544;0.45454545454545453;['us #', 'fda', 'new #', 'pfizer', 'covid19', '# vaccine', 'new paediatric vaccine', 'details', '//t.co/sq5loux89u #', 'techarp', 'medicine', '# science #', 'biontech', 'vaccination', 'kids', 'child', '# mrna # health #', 'healthcare'];"The of #FDA is set to approve the new #Finer #COVID19 #vaccine for kiss!

Were is what you need to know about this new paediatric vaccine!

Details : http://t.co/sq5loUx89u

#TechARP #Medicine #Science #BioNTech #Vaccination #Children #Lids #Child #mRNA #Health #Healthcare";['The', 'US', '#', 'FDA', 'is', 'set', 'to', 'approve', 'the', 'new', '#', 'Pfizer', '#', 'COVID19', '#', 'vaccine', 'for', 'kids', '!', 'Here', 'is', 'what', 'you', 'need', 'to', 'know', 'about', 'this', 'new', 'paediatric', 'vaccine', '!', 'Details', ':', 'https', ':', '//t.co/sq5loUx89u', '#', 'TechARP', '#', 'Medicine', '#', 'Science', '#', 'BioNTech', '#', 'Vaccination', '#', 'Children', '#', 'Kids', '#', 'Child', '#', 'mRNA', '#', 'Health', '#', 'Healthcare']
1458124626593210374.json;1458124626593210374;0;0;0;0;['#EVALUATION', '#BNT162B2', '#COVID19', '#VACCINE', '#CHILDREN'];#Evaluation of the #BNT162b2 #Covid19 #Vaccine in #Children 5 to 11 Years of Age | NEJM https://t.co/RJ0SD0oYI7;['Evaluation', 'of', 'the', 'BNT162b2', 'Covid19', 'Vaccine', 'in', 'Children', '5', 'to', '11', 'Years', 'of', 'Age', 'NEJM', 'https', 't.co/RJ0SD0oYI7'];"[Sentence(""#Evaluation of the #BNT162b2 #Covid19 #Vaccine in #Children 5 to 11 Years of Age | NEJM https://t.co/RJ0SD0oYI7"")]";[('Evaluation', 'NN'), ('of', 'IN'), ('the', 'DT'), ('BNT162b2', 'NNP'), ('Covid19', 'NNP'), ('Vaccine', 'NNP'), ('in', 'IN'), ('Children', 'NNP'), ('5', 'CD'), ('to', 'TO'), ('11', 'CD'), ('Years', 'NNS'), ('of', 'IN'), ('Age', 'NNP'), ('|', 'NNP'), ('NEJM', 'NNP'), ('https', 'NN'), ('//t.co/RJ0SD0oYI7', 'NN')];Sentiment(polarity=0.0, subjectivity=0.0);0.0;0.0;['evaluation', 'bnt162b2', 'covid19', 'vaccine', 'years', 'age', 'nejm'];#Valuation of the #BNT162b2 #Covid19 #Vaccine in #Children 5 to 11 Years of Age | NEJM http://t.co/RJ0SD0oYI7;['#', 'Evaluation', 'of', 'the', '#', 'BNT162b2', '#', 'Covid19', '#', 'Vaccine', 'in', '#', 'Children', '5', 'to', '11', 'Years', 'of', 'Age', '|', 'NEJM', 'https', ':', '//t.co/RJ0SD0oYI7']
1451784472039329801.json;1451784472039329801;0;1;0;0;['#VACCINE', '#PFIZER', '#CHILDREN', '#COVID19'];"#Vaccine Effectiveness of #Pfizer 10 μg in #Children 5 to &lt;12 Years of Age against laboratory-confirmed symptomatic #COVID19 occurring at least 7 days after Dose 2 was 90.7%. There were no cases of severe COVID-19 and no cases of MIS-C reported. These dat…https://t.co/ZHWbbTAh52";['Vaccine', 'Effectiveness', 'of', 'Pfizer', '10', 'μg', 'in', 'Children', '5', 'to', 'lt', '12', 'Years', 'of', 'Age', 'against', 'laboratory-confirmed', 'symptomatic', 'COVID19', 'occurring', 'at', 'least', '7', 'days', 'after', 'Dose', '2', 'was', '90.7', 'There', 'were', 'no', 'cases', 'of', 'severe', 'COVID-19', 'and', 'no', 'cases', 'of', 'MIS-C', 'reported', 'These', 'dat…https', 't.co/ZHWbbTAh52'];"[Sentence(""#Vaccine Effectiveness of #Pfizer 10 μg in #Children 5 to &lt;12 Years of Age against laboratory-confirmed symptomatic #COVID19 occurring at least 7 days after Dose 2 was 90.7%.""), Sentence(""There were no cases of severe COVID-19 and no cases of MIS-C reported.""), Sentence(""These dat…https://t.co/ZHWbbTAh52"")]";[('Vaccine', 'NNP'), ('Effectiveness', 'NNP'), ('of', 'IN'), ('Pfizer', 'NNP'), ('10', 'CD'), ('μg', 'NNP'), ('in', 'IN'), ('Children', 'NNP'), ('5', 'CD'), ('to', 'TO'), ('&', 'CC'), ('lt', 'NN'), ('12', 'CD'), ('Years', 'NNS'), ('of', 'IN'), ('Age', 'NNP'), ('against', 'IN'), ('laboratory-confirmed', 'JJ'), ('symptomatic', 'JJ'), ('COVID19', 'NNP'), ('occurring', 'VBG'), ('at', 'IN'), ('least', 'JJS'), ('7', 'CD'), ('days', 'NNS'), ('after', 'IN'), ('Dose', 'NNP'), ('2', 'CD'), ('was', 'VBD'), ('90.7', 'CD'), ('%', 'NN'), ('There', 'EX'), ('were', 'VBD'), ('no', 'DT'), ('cases', 'NNS'), ('of', 'IN'), ('severe', 'JJ'), ('COVID-19', 'NNP'), ('and', 'CC'), ('no', 'DT'), ('cases', 'NNS'), ('of', 'IN'), ('MIS-C', 'NNP'), ('reported', 'VBD'), ('These', 'DT'), ('dat…https', 'NNS'), ('//t.co/ZHWbbTAh52', 'NN')];Sentiment(polarity=-0.3, subjectivity=0.4);-0.3;0.4;['vaccine effectiveness', 'pfizer', 'years', 'age', 'symptomatic #', 'covid19', 'dose', 'covid-19', 'mis-c'];"#Vaccine Effectiveness of #Finer 10 g in #Children 5 to &it;12 Years of Age against laboratory-confirmed symptomatic #COVID19 occurring at least 7 days after Rose 2 was 90.7%. There were no cases of severe COVID-19 and no cases of MIS-C reported. These dat…http://t.co/ZHWbbTAh52";"['#', 'Vaccine', 'Effectiveness', 'of', '#', 'Pfizer', '10', 'μg', 'in', '#', 'Children', '5', 'to', '&', 'lt', ';', '12', 'Years', 'of', 'Age', 'against', 'laboratory-confirmed', 'symptomatic', '#', 'COVID19', 'occurring', 'at', 'least', '7', 'days', 'after', 'Dose', '2', 'was', '90.7', '%', '.', 'There', 'were', 'no', 'cases', 'of', 'severe', 'COVID-19', 'and', 'no', 'cases', 'of', 'MIS-C', 'reported', '.', 'These', 'dat…https', ':', '//t.co/ZHWbbTAh52']"
1437526968577187841.json;1437526968577187841;0;0;1;0;['#COVID19', '#COVID', '#COVID_19', '#VACCINE', '#VACCINES', '#UK', '#MEDICINE', '#HEALTH', '#VACCINATION', '#KIDS', '#CHILDREN', '#YOUTH', '#TEENAGER'];"💉⚕️🇬🇧

Covid jabs for 12-15s recommended by UK’s chief medical officers https://t.co/f2FAaOYhey via @Channel4News 

#COVID19 #COVID #Covid_19 #vaccine #vaccines #UK #medicine #Health #vaccination #kids #Children #youth #teenager";['💉⚕️🇬🇧', 'Covid', 'jabs', 'for', '12-15s', 'recommended', 'by', 'UK', '’', 's', 'chief', 'medical', 'officers', 'https', 't.co/f2FAaOYhey', 'via', 'Channel4News', 'COVID19', 'COVID', 'Covid_19', 'vaccine', 'vaccines', 'UK', 'medicine', 'Health', 'vaccination', 'kids', 'Children', 'youth', 'teenager'];"[Sentence(""💉⚕️🇬🇧

Covid jabs for 12-15s recommended by UK’s chief medical officers https://t.co/f2FAaOYhey via @Channel4News 

#COVID19 #COVID #Covid_19 #vaccine #vaccines #UK #medicine #Health #vaccination #kids #Children #youth #teenager"")]";[('💉⚕️🇬🇧', 'NN'), ('Covid', 'NNP'), ('jabs', 'NN'), ('for', 'IN'), ('12-15s', 'JJ'), ('recommended', 'VBN'), ('by', 'IN'), ('UK', 'NNP'), ('’', 'NNP'), ('s', 'NN'), ('chief', 'NN'), ('medical', 'JJ'), ('officers', 'NNS'), ('https', 'NNS'), ('//t.co/f2FAaOYhey', 'NN'), ('via', 'IN'), ('@', 'NNP'), ('Channel4News', 'NNP'), ('COVID19', 'NNP'), ('COVID', 'NNP'), ('Covid_19', 'NNP'), ('vaccine', 'NN'), ('vaccines', 'NNS'), ('UK', 'NNP'), ('medicine', 'JJ'), ('Health', 'NNP'), ('vaccination', 'NN'), ('kids', 'NNS'), ('Children', 'NNP'), ('youth', 'RB'), ('teenager', 'NN')];Sentiment(polarity=0.0, subjectivity=0.0);0.0;0.0;['covid', 'uk', '’ s', 'chief medical officers https', 'channel4news', 'covid19', 'covid', 'covid_19', '# vaccine # vaccines #', 'uk', '# medicine # health # vaccination # kids #', '# youth # teenager'];"💉⚕️🇬🇧

Moved jaws for 12-was recommended by of’s chief medical officers http://t.co/f2FAaOYhey via @Channel4News 

#COVID19 #COVID #Covid_19 #vaccine #vaccines #of #medicine #Health #vaccination #kiss #Children #youth #teenager";['💉⚕️🇬🇧', 'Covid', 'jabs', 'for', '12-15s', 'recommended', 'by', 'UK', '’', 's', 'chief', 'medical', 'officers', 'https', ':', '//t.co/f2FAaOYhey', 'via', '@', 'Channel4News', '#', 'COVID19', '#', 'COVID', '#', 'Covid_19', '#', 'vaccine', '#', 'vaccines', '#', 'UK', '#', 'medicine', '#', 'Health', '#', 'vaccination', '#', 'kids', '#', 'Children', '#', 'youth', '#', 'teenager']
1402377594897506304.json;1402377594897506304;0;1;0;0;['#COVID19', '#VACCINE', '#CHILDREN'];"Vaccination is buckling a child's seat belt before traffic. Nothing could be more important to me as a parent! Avoid Covid permanent damage!  
#COVID19 #Vaccine #Children 
Pfizer Testing COVID-19 Vax on Younger Kids for Fall Approval https://t.co/yCzbSstmfz via @thedailybeast";"['Vaccination', 'is', 'buckling', 'a', 'child', ""'s"", 'seat', 'belt', 'before', 'traffic', 'Nothing', 'could', 'be', 'more', 'important', 'to', 'me', 'as', 'a', 'parent', 'Avoid', 'Covid', 'permanent', 'damage', 'COVID19', 'Vaccine', 'Children', 'Pfizer', 'Testing', 'COVID-19', 'Vax', 'on', 'Younger', 'Kids', 'for', 'Fall', 'Approval', 'https', 't.co/yCzbSstmfz', 'via', 'thedailybeast']";"[Sentence(""Vaccination is buckling a child's seat belt before traffic.""), Sentence(""Nothing could be more important to me as a parent!""), Sentence(""Avoid Covid permanent damage!""), Sentence(""#COVID19 #Vaccine #Children 
Pfizer Testing COVID-19 Vax on Younger Kids for Fall Approval https://t.co/yCzbSstmfz via @thedailybeast"")]";"[('Vaccination', 'NN'), ('is', 'VBZ'), ('buckling', 'VBG'), ('a', 'DT'), ('child', 'NN'), (""'s"", 'POS'), ('seat', 'NN'), ('belt', 'VBD'), ('before', 'IN'), ('traffic', 'NN'), ('Nothing', 'NN'), ('could', 'MD'), ('be', 'VB'), ('more', 'RBR'), ('important', 'JJ'), ('to', 'TO'), ('me', 'PRP'), ('as', 'IN'), ('a', 'DT'), ('parent', 'NN'), ('Avoid', 'NNP'), ('Covid', 'NNP'), ('permanent', 'JJ'), ('damage', 'NN'), ('COVID19', 'NNP'), ('Vaccine', 'NNP'), ('Children', 'NNP'), ('Pfizer', 'NNP'), ('Testing', 'NNP'), ('COVID-19', 'NNP'), ('Vax', 'NNP'), ('on', 'IN'), ('Younger', 'NNP'), ('Kids', 'NNP'), ('for', 'IN'), ('Fall', 'NNP'), ('Approval', 'NNP'), ('https', 'NN'), ('//t.co/yCzbSstmfz', 'JJ'), ('via', 'IN'), ('@', 'NN'), ('thedailybeast', 'NN')]";Sentiment(polarity=0.375, subjectivity=0.5);0.375;0.5;"['vaccination', ""child 's seat belt"", 'avoid covid', 'permanent damage', 'covid19', 'vaccine', 'pfizer testing covid-19 vax', 'kids', 'approval', '@ thedailybeast']";"Vaccination is suckling a child's seat belt before traffic. Nothing could be more important to me as a parent! Avoid Moved permanent damage!  
#COVID19 #Vaccine #Children 
Finer Resting COVID-19 Tax on Younger Lids for All Approval http://t.co/yCzbSstmfz via @thedailybeast";"['Vaccination', 'is', 'buckling', 'a', 'child', ""'s"", 'seat', 'belt', 'before', 'traffic', '.', 'Nothing', 'could', 'be', 'more', 'important', 'to', 'me', 'as', 'a', 'parent', '!', 'Avoid', 'Covid', 'permanent', 'damage', '!', '#', 'COVID19', '#', 'Vaccine', '#', 'Children', 'Pfizer', 'Testing', 'COVID-19', 'Vax', 'on', 'Younger', 'Kids', 'for', 'Fall', 'Approval', 'https', ':', '//t.co/yCzbSstmfz', 'via', '@', 'thedailybeast']"
1351501398677057536.json;1351501398677057536;2;3;2;1;['#CRIMESAGAINSTCHILDREN', '#CRIMESAGAINSTHUMANITY', '#CHILDREN', '#VACCINE', '#COVID', '#COVID19', '#CORONAVIRUS'];#CrimesAgainstChildren #CrimesAgainstHumanity #Children coerced into signing up for #vaccine trials in the next step to conquering #COVID #COVID19 #coronavirus... https://t.co/iZcdffyW35;['CrimesAgainstChildren', 'CrimesAgainstHumanity', 'Children', 'coerced', 'into', 'signing', 'up', 'for', 'vaccine', 'trials', 'in', 'the', 'next', 'step', 'to', 'conquering', 'COVID', 'COVID19', 'coronavirus', 'https', 't.co/iZcdffyW35'];"[Sentence(""#CrimesAgainstChildren #CrimesAgainstHumanity #Children coerced into signing up for #vaccine trials in the next step to conquering #COVID #COVID19 #coronavirus... https://t.co/iZcdffyW35"")]";[('CrimesAgainstChildren', 'NNP'), ('CrimesAgainstHumanity', 'NNP'), ('Children', 'NNP'), ('coerced', 'VBD'), ('into', 'IN'), ('signing', 'VBG'), ('up', 'RP'), ('for', 'IN'), ('vaccine', 'NN'), ('trials', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('next', 'JJ'), ('step', 'NN'), ('to', 'TO'), ('conquering', 'VBG'), ('COVID', 'NNP'), ('COVID19', 'NNP'), ('coronavirus', 'NN'), ('https', 'NN'), ('//t.co/iZcdffyW35', 'NN')];Sentiment(polarity=0.0, subjectivity=0.0);0.0;0.0;['crimesagainstchildren', 'crimesagainsthumanity', '# vaccine trials', 'covid', 'covid19', '# coronavirus ... https'];#CrimesAgainstChildren #CrimesAgainstHumanity #Children coerced into signing up for #vaccine trials in the next step to conquering #COVID #COVID19 #coronavirus... http://t.co/iZcdffyW35;['#', 'CrimesAgainstChildren', '#', 'CrimesAgainstHumanity', '#', 'Children', 'coerced', 'into', 'signing', 'up', 'for', '#', 'vaccine', 'trials', 'in', 'the', 'next', 'step', 'to', 'conquering', '#', 'COVID', '#', 'COVID19', '#', 'coronavirus', '...', 'https', ':', '//t.co/iZcdffyW35']
1460150255266136064.json;1460150255266136064;0;3;0;0;['#VACCINATION', '#CHILDREN', '#COVID19', '#DRSAMEERBHATI', '#COVID19', '#VACCINE', '#COVID_19', '#VACCINATIONDRIVE', '#VACCINECENTRE'];"#Vaccination along with other preventive measures such as proper masking, sanitisation, hygiene &amp; social distancing can help protect #Children from #Covid19.

@TV9Bharatvarsh 

#DrSameerBhati #Covid19 #Vaccine #Covid_19 #VaccinationDrive #VaccineCentre https://t.co/J4shOwwCNn";['Vaccination', 'along', 'with', 'other', 'preventive', 'measures', 'such', 'as', 'proper', 'masking', 'sanitisation', 'hygiene', 'amp', 'social', 'distancing', 'can', 'help', 'protect', 'Children', 'from', 'Covid19', 'TV9Bharatvarsh', 'DrSameerBhati', 'Covid19', 'Vaccine', 'Covid_19', 'VaccinationDrive', 'VaccineCentre', 'https', 't.co/J4shOwwCNn'];"[Sentence(""#Vaccination along with other preventive measures such as proper masking, sanitisation, hygiene &amp; social distancing can help protect #Children from #Covid19.""), Sentence(""@TV9Bharatvarsh 

#DrSameerBhati #Covid19 #Vaccine #Covid_19 #VaccinationDrive #VaccineCentre https://t.co/J4shOwwCNn"")]";[('Vaccination', 'NNP'), ('along', 'IN'), ('with', 'IN'), ('other', 'JJ'), ('preventive', 'JJ'), ('measures', 'NNS'), ('such', 'JJ'), ('as', 'IN'), ('proper', 'JJ'), ('masking', 'NN'), ('sanitisation', 'NN'), ('hygiene', 'NN'), ('&', 'CC'), ('amp', 'NN'), ('social', 'JJ'), ('distancing', 'NN'), ('can', 'MD'), ('help', 'VB'), ('protect', 'VB'), ('Children', 'NNP'), ('from', 'IN'), ('Covid19', 'NNP'), ('@', 'JJ'), ('TV9Bharatvarsh', 'NNP'), ('DrSameerBhati', 'NNP'), ('Covid19', 'NNP'), ('Vaccine', 'NNP'), ('Covid_19', 'NNP'), ('VaccinationDrive', 'NNP'), ('VaccineCentre', 'NNP'), ('https', 'NN'), ('//t.co/J4shOwwCNn', 'NN')];Sentiment(polarity=-0.02291666666666667, subjectivity=0.2604166666666667);-0.02291666666666667;0.2604166666666667;['vaccination', 'preventive measures', 'covid19', 'tv9bharatvarsh', 'drsameerbhati', 'covid19', 'vaccine', 'covid_19', 'vaccinationdrive', 'vaccinecentre'];"#Vaccination along with other preventive measures such as proper making, sanitation, hygienic &amp; social distending can help protect #Children from #Covid19.

@TV9Bharatvarsh 

#DrSameerBhati #Covid19 #Vaccine #Covid_19 #VaccinationDrive #VaccineCentre http://t.co/J4shOwwCNn";"['#', 'Vaccination', 'along', 'with', 'other', 'preventive', 'measures', 'such', 'as', 'proper', 'masking', ',', 'sanitisation', ',', 'hygiene', '&', 'amp', ';', 'social', 'distancing', 'can', 'help', 'protect', '#', 'Children', 'from', '#', 'Covid19', '.', '@', 'TV9Bharatvarsh', '#', 'DrSameerBhati', '#', 'Covid19', '#', 'Vaccine', '#', 'Covid_19', '#', 'VaccinationDrive', '#', 'VaccineCentre', 'https', ':', '//t.co/J4shOwwCNn']"
1458043262124511238.json;1458043262124511238;1;0;0;0;['#BLACKLIVESMATTER', '#NICKIMINAJ', '#MAGA', '#2A', '#ALBERTA', '#ONTARIO', '#COVID19', '#CORRUPTION', '#SCIENCE', '#SCIENCEWINS', '#AUSTRALIA', '#INDIA', '#GHANA', '#ARIZONA', '#ISRAEL', '#MURDER', '#CHILDREN', '#VACCINE'];"#Blacklivesmatter #NickiMinaj #MAGA #2A #Alberta #Ontario #covid19 #corruption Wakey #science #sciencewins #Australia #India #Ghana #Arizona #Israel #murder #children

#Vaccine developer ""very uncomfortable"" about safety &amp; mandates. https://t.co/4SHZOL69TK";['Blacklivesmatter', 'NickiMinaj', 'MAGA', '2A', 'Alberta', 'Ontario', 'covid19', 'corruption', 'Wakey', 'science', 'sciencewins', 'Australia', 'India', 'Ghana', 'Arizona', 'Israel', 'murder', 'children', 'Vaccine', 'developer', 'very', 'uncomfortable', 'about', 'safety', 'amp', 'mandates', 'https', 't.co/4SHZOL69TK'];"[Sentence(""#Blacklivesmatter #NickiMinaj #MAGA #2A #Alberta #Ontario #covid19 #corruption Wakey #science #sciencewins #Australia #India #Ghana #Arizona #Israel #murder #children

#Vaccine developer ""very uncomfortable"" about safety &amp; mandates.""), Sentence(""https://t.co/4SHZOL69TK"")]";[('Blacklivesmatter', 'NNP'), ('NickiMinaj', 'NNP'), ('MAGA', 'NNP'), ('2A', 'CD'), ('Alberta', 'NNP'), ('Ontario', 'NNP'), ('covid19', 'NN'), ('corruption', 'NN'), ('Wakey', 'NNP'), ('science', 'NN'), ('sciencewins', 'NNS'), ('Australia', 'NNP'), ('India', 'NNP'), ('Ghana', 'NNP'), ('Arizona', 'NNP'), ('Israel', 'NNP'), ('murder', 'NN'), ('children', 'NNS'), ('Vaccine', 'NNP'), ('developer', 'IN'), ('very', 'RB'), ('uncomfortable', 'JJ'), ('about', 'IN'), ('safety', 'NN'), ('&', 'CC'), ('amp', 'NN'), ('mandates', 'NNS'), ('https', 'NN'), ('//t.co/4SHZOL69TK', 'NN')];Sentiment(polarity=-0.65, subjectivity=1.0);-0.65;1.0;['blacklivesmatter', 'nickiminaj', 'maga', '# 2a #', 'alberta', 'ontario', '# covid19 # corruption', 'wakey', '# science # sciencewins #', 'australia', 'india', 'ghana', 'arizona', 'israel', '# murder # children #', 'vaccine'];"#Blacklivesmatter #NickiMinaj #MAGA #Of #Albert #Ontario #covid19 #corruption Take #science #sciencewins #Australia #India #Than #Arizona #Israel #murder #children

#Vaccine developer ""very uncomfortable"" about safety &amp; mandate. http://t.co/4SHZOL69TK";"['#', 'Blacklivesmatter', '#', 'NickiMinaj', '#', 'MAGA', '#', '2A', '#', 'Alberta', '#', 'Ontario', '#', 'covid19', '#', 'corruption', 'Wakey', '#', 'science', '#', 'sciencewins', '#', 'Australia', '#', 'India', '#', 'Ghana', '#', 'Arizona', '#', 'Israel', '#', 'murder', '#', 'children', '#', 'Vaccine', 'developer', '``', 'very', 'uncomfortable', ""''"", 'about', 'safety', '&', 'amp', ';', 'mandates', '.', 'https', ':', '//t.co/4SHZOL69TK']"
1440449521079644160.json;1440449521079644160;0;0;0;0;['#PFIZER', '#VACCINE', '#CHILDREN', '#COVID19', '#FACEBOOK'];#Pfizer says COVID-19 #Vaccine is safe for #Children ages 5 to 11 - https://t.co/3suvxypVAT - #COVID19 #Facebook;['Pfizer', 'says', 'COVID-19', 'Vaccine', 'is', 'safe', 'for', 'Children', 'ages', '5', 'to', '11', 'https', 't.co/3suvxypVAT', 'COVID19', 'Facebook'];"[Sentence(""#Pfizer says COVID-19 #Vaccine is safe for #Children ages 5 to 11 - https://t.co/3suvxypVAT - #COVID19 #Facebook"")]";[('Pfizer', 'NNP'), ('says', 'VBZ'), ('COVID-19', 'NNP'), ('Vaccine', 'NNP'), ('is', 'VBZ'), ('safe', 'JJ'), ('for', 'IN'), ('Children', 'NNP'), ('ages', 'VBZ'), ('5', 'CD'), ('to', 'TO'), ('11', 'CD'), ('https', 'NN'), ('//t.co/3suvxypVAT', 'SYM'), ('COVID19', 'NNP'), ('Facebook', 'NNP')];Sentiment(polarity=0.5, subjectivity=0.5);0.5;0.5;['pfizer', 'covid-19', 'vaccine', 'covid19', 'facebook'];#Finer says COVID-19 #Vaccine is safe for #Children ages 5 to 11 - http://t.co/3suvxypVAT - #COVID19 #Facebook;['#', 'Pfizer', 'says', 'COVID-19', '#', 'Vaccine', 'is', 'safe', 'for', '#', 'Children', 'ages', '5', 'to', '11', '-', 'https', ':', '//t.co/3suvxypVAT', '-', '#', 'COVID19', '#', 'Facebook']
